9.43857e-15 9.43857e-15
2.83161e-14 2.83161e-14
5.66332e-14 5.66332e-14
9.43911e-14 9.43911e-14
1.41591e-13 1.41591e-13
1.98235e-13 1.98235e-13
2.64325e-13 2.64325e-13
3.39864e-13 3.39864e-13
4.24854e-13 4.24854e-13
5.19298e-13 5.19298e-13
6.23201e-13 6.23201e-13
7.36566e-13 7.36566e-13
8.59397e-13 8.59397e-13
9.917e-13 9.917e-13
1.13348e-12 1.13348e-12
1.28474e-12 1.28474e-12
1.44549e-12 1.44549e-12
1.61573e-12 1.61573e-12
1.79547e-12 1.79547e-12
1.98471e-12 1.98471e-12
2.18348e-12 2.18348e-12
2.39176e-12 2.39176e-12
2.60957e-12 2.60957e-12
2.83692e-12 2.83692e-12
3.07382e-12 3.07382e-12
3.32027e-12 3.32027e-12
3.57629e-12 3.57629e-12
3.84188e-12 3.84188e-12
4.11706e-12 4.11706e-12
4.40183e-12 4.40183e-12
4.69622e-12 4.69622e-12
5.00021e-12 5.00021e-12
5.31384e-12 5.31384e-12
5.63712e-12 5.63712e-12
5.97004e-12 5.97004e-12
6.31264e-12 6.31264e-12
6.66492e-12 6.66492e-12
7.02689e-12 7.02689e-12
7.39857e-12 7.39857e-12
7.77998e-12 7.77998e-12
8.17112e-12 8.17112e-12
8.57202e-12 8.57202e-12
8.98269e-12 8.98269e-12
9.40315e-12 9.40315e-12
9.83341e-12 9.83341e-12
1.02735e-11 1.02735e-11
1.07234e-11 1.07234e-11
1.11832e-11 1.11832e-11
1.16528e-11 1.16528e-11
1.21324e-11 1.21324e-11
1.26219e-11 1.26219e-11
1.31213e-11 1.31213e-11
1.36306e-11 1.36306e-11
1.41499e-11 1.41499e-11
1.46792e-11 1.46792e-11
1.52186e-11 1.52186e-11
1.5768e-11 1.5768e-11
1.63274e-11 1.63274e-11
1.68969e-11 1.68969e-11
1.74766e-11 1.74766e-11
1.80664e-11 1.80664e-11
1.86663e-11 1.86663e-11
1.92764e-11 1.92764e-11
1.98967e-11 1.98967e-11
2.05273e-11 2.05273e-11
2.11681e-11 2.11681e-11
2.18193e-11 2.18193e-11
2.24807e-11 2.24807e-11
2.31525e-11 2.31525e-11
2.38347e-11 2.38347e-11
2.45272e-11 2.45272e-11
2.52302e-11 2.52302e-11
2.59437e-11 2.59437e-11
2.66677e-11 2.66677e-11
2.74022e-11 2.74022e-11
2.81473e-11 2.81473e-11
2.8903e-11 2.8903e-11
2.96693e-11 2.96693e-11
3.04463e-11 3.04463e-11
3.12339e-11 3.12339e-11
3.20323e-11 3.20323e-11
3.28415e-11 3.28415e-11
3.36615e-11 3.36615e-11
3.44924e-11 3.44924e-11
3.53341e-11 3.53341e-11
3.61868e-11 3.61868e-11
3.70504e-11 3.70504e-11
3.79251e-11 3.79251e-11
3.88108e-11 3.88108e-11
3.97076e-11 3.97076e-11
4.06155e-11 4.06155e-11
4.15346e-11 4.15346e-11
4.2465e-11 4.2465e-11
4.34066e-11 4.34066e-11
4.43595e-11 4.43595e-11
